0,12.4,7.5,2,2,3.5,2.35,0.85,44,23,6.51506594734834,6.45463040213704,3.28158421894806,
0,12.4,7.5,2,2,3.5,2.35,0.85,44,23,6.51506594734834,6.45463040213704,3.28158421894806,
